Experiment,Enrichment,DOMSource,Replicate,Time_hrs,DayOfExperiment,SamplePoint,RQ_RER,Temp_C,O2_perc,O2Rate_ugmin,O2Accum_ug,CO2_perc,CO2Rate_ugmin,CO2Accum_ug,Pressure_mmhg,Status,Restriction_mmHg,Leakage_mLmin,Volume_mL
DOM Crossing Experiment 1,CHLOR,CHLOR,1,167.17,6,NA,0.145,19.29,20.7566,-0.874,-12264.89,0.0579,0.127,4630.209,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,167.07,6,NA,0.4,19.29,20.8088,-0.362,-10504.99,0.0591,0.145,4590.036,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,166.97,6,NA,0.12,19.29,20.7494,-0.916,-14163.58,0.0543,0.11,4498.159,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,170.33,7,NA,0.14,19.53,20.7684,-0.746,-12406.49,0.0571,0.105,4650.041,801.58,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,170.23,7,NA,0.472,19.53,20.8161,-0.316,-10564.88,0.059,0.149,4618.296,801.58,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,170.13,7,NA,0.111,19.53,20.7622,-0.868,-14328.21,0.0535,0.096,4516.386,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,173.5,7,NA,0.128,20.02,20.7812,-0.641,-12528.09,0.0563,0.082,4665.652,801.57,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,173.39,7,NA,0.516,20.02,20.8213,-0.342,-10629.79,0.0599,0.177,4651.792,801.58,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,173.29,7,NA,0.129,20.02,20.7754,-0.733,-14467.24,0.0534,0.095,4534.375,801.6,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,176.66,7,NA,0.184,20,20.7946,-0.589,-12639.74,0.0559,0.108,4686.154,801.59,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,176.56,7,NA,0.536,20.02,20.8286,-0.334,-10693.23,0.0602,0.179,4685.818,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,176.46,7,NA,0.137,20.02,20.7901,-0.673,-14594.92,0.0527,0.092,4551.833,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,179.82,7,NA,0.163,19.63,20.8104,-0.561,-12746.21,0.0552,0.092,4703.526,801.59,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,179.72,7,NA,0.503,19.72,20.8388,-0.356,-10760.73,0.0602,0.179,4719.804,801.58,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,179.62,7,NA,0.174,19.74,20.8063,-0.64,-14716.42,0.0526,0.112,4572.998,801.58,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,182.98,7,NA,0.181,19.29,20.8219,-0.55,-12850.56,0.055,0.1,4722.423,801.59,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,182.88,7,NA,0.548,19.29,20.8449,-0.41,-10838.51,0.0615,0.225,4762.437,801.58,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,182.78,7,NA,0.16,19.29,20.8196,-0.579,-14826.2,0.052,0.093,4590.578,801.61,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,186.14,7,NA,0.32,19.45,20.8353,-0.314,-12910.14,0.0552,0.1,4741.468,801.59,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,186.04,7,NA,0.681,19.49,20.8522,-0.257,-10887.28,0.0615,0.175,4795.654,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,185.94,7,NA,0.272,19.47,20.8332,-0.377,-14897.82,0.0522,0.103,4610.075,801.58,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,189.31,7,NA,0.174,19.78,20.8407,-0.469,-12999.12,0.0547,0.082,4756.981,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,189.21,7,NA,0.519,19.78,20.8521,-0.451,-10972.87,0.0628,0.234,4840.036,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,189.11,7,NA,0.184,19.78,20.8406,-0.471,-14987.25,0.0518,0.087,4626.557,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,192.47,8,NA,0.364,20.02,20.8485,-0.297,-13055.42,0.0551,0.108,4777.45,801.59,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,192.37,8,NA,0.828,20.02,20.8557,-0.292,-11028.36,0.064,0.242,4885.99,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,192.27,8,NA,0.296,20.02,20.8484,-0.356,-15054.87,0.0519,0.106,4646.585,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,195.63,8,NA,0.282,19.63,20.8533,-0.334,-13118.77,0.055,0.094,4795.311,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,195.53,8,NA,0.717,19.69,20.8579,-0.314,-11088.03,0.0644,0.226,4928.796,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,195.43,8,NA,0.3,19.74,20.8517,-0.418,-15134.2,0.0526,0.125,4670.377,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,198.79,8,NA,0.328,19.05,20.8594,-0.3,-13175.75,0.0553,0.099,4814.008,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,198.69,8,NA,0.77,19.1,20.861,-0.326,-11149.87,0.0655,0.251,4976.397,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,198.59,8,NA,0.271,19.16,20.8598,-0.3,-15191.15,0.0518,0.081,4685.8,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,201.96,8,NA,0.368,19.53,20.8598,-0.25,-13223.23,0.0554,0.092,4831.494,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,201.86,8,NA,0.637,19.53,20.8569,-0.366,-11219.24,0.0659,0.233,5020.587,801.58,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,201.76,8,NA,0.43,19.53,20.8615,-0.26,-15240.5,0.0522,0.112,4707.031,801.6,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,205.12,8,NA,0.351,19.78,20.861,-0.28,-13276.36,0.0559,0.098,4850.149,801.59,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,205.02,8,NA,0.765,19.77,20.8576,-0.306,-11277.36,0.0666,0.234,5065.038,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,204.92,8,NA,0.337,19.77,20.861,-0.35,-15306.91,0.0529,0.118,4729.377,801.58,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,208.28,8,NA,0.363,19.93,20.8594,-0.262,-13326.1,0.0563,0.095,4868.209,801.59,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,208.18,8,NA,0.689,19.89,20.8552,-0.311,-11336.31,0.0666,0.214,5105.662,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,208.08,8,NA,0.377,19.88,20.8596,-0.307,-15365.14,0.0536,0.116,4751.334,801.6,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,211.45,8,NA,0.383,20.3,20.8496,-0.3,-13383,0.0569,0.115,4889.983,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,211.35,8,NA,0.66,20.28,20.8446,-0.36,-11404.65,0.067,0.238,5150.762,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,211.24,8,NA,0.285,20.27,20.8507,-0.34,-15429.76,0.0532,0.097,4769.78,801.6,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,214.61,8,NA,0.421,20.95,20.8436,-0.231,-13426.84,0.0564,0.097,4908.438,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,214.51,8,NA,0.792,20.94,20.8394,-0.252,-11452.46,0.0659,0.2,5188.648,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,214.41,8,NA,0.589,20.86,20.8461,-0.216,-15470.78,0.0534,0.127,4793.933,801.6,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,217.77,9,NA,0.407,21.41,20.8436,-0.232,-13470.92,0.0564,0.095,4926.375,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,217.67,9,NA,1.121,21.42,20.8406,-0.198,-11489.95,0.0661,0.221,5230.678,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,217.57,9,NA,0.545,21.44,20.8449,-0.245,-15517.28,0.054,0.134,4819.294,801.61,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,220.93,9,NA,0.391,21.48,20.8417,-0.33,-13533.47,0.0573,0.129,4950.811,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,220.83,9,NA,0.739,21.48,20.8417,-0.281,-11543.37,0.0659,0.208,5270.174,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,220.73,9,NA,0.483,21.48,20.8454,-0.291,-15572.43,0.0548,0.14,4845.946,801.6,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,224.1,9,NA,0.421,21.48,20.8412,-0.371,-13603.87,0.0586,0.156,4980.447,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,224,9,NA,0.434,21.48,20.8419,-0.381,-11615.64,0.0646,0.165,5301.553,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,223.9,9,NA,0.351,21.48,20.8457,-0.382,-15644.91,0.0551,0.134,4871.372,801.61,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,227.26,9,NA,0.851,21.23,20.8488,-0.157,-13633.58,0.0583,0.133,5005.742,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,227.16,9,NA,1.707,21.24,20.8507,-0.107,-11635.97,0.0635,0.183,5336.254,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,227.06,9,NA,0.77,21.24,20.8502,-0.232,-15688.95,0.0559,0.179,4905.309,801.58,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,230.42,9,NA,0.682,21,20.8496,-0.21,-13673.36,0.0589,0.143,5032.851,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,230.32,9,NA,0.807,21,20.8508,-0.229,-11679.47,0.0635,0.185,5371.342,801.61,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,230.22,9,NA,0.634,21,20.8496,-0.288,-15743.68,0.0572,0.183,4940.003,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,233.59,9,NA,0.33,21.26,20.8415,-0.442,-13757.17,0.0592,0.146,5060.491,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,233.48,9,NA,0.519,21.25,20.846800000000002,-0.309,-11738.03,0.0625,0.16,5401.725,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,233.38,9,NA,0.424,21.24,20.8442,-0.398,-15819.2,0.0575,0.169,4972.034,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,236.75,9,NA,0.833,21.97,20.8382,-0.163,-13788.17,0.06,0.136,5086.308,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,236.65,9,NA,0.702,21.97,20.8403,-0.223,-11780.38,0.0628,0.157,5431.464,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,236.55,9,NA,0.583,21.97,20.8366,-0.315,-15878.87,0.0591,0.183,5006.814,801.6,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,239.91,9,NA,0.493,21.97,20.8385,-0.331,-13851.04,0.0611,0.163,5117.29,801.58,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,239.81,9,NA,0.842,21.97,20.8447,-0.157,-11810.18,0.0622,0.132,5456.566,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,239.71,9,NA,0.538,21.97,20.8362,-0.352,-15945.69,0.0603,0.19,5042.777,801.6,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,243.07,10,NA,0.36,21.77,20.8371,-0.474,-13941.05,0.0615,0.171,5149.699,801.59,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,242.97,10,NA,0.329,21.87,20.8426,-0.44,-11893.74,0.0616,0.145,5484.094,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,242.87,10,NA,0.318,21.9,20.8313,-0.626,-16064.47,0.0608,0.199,5080.524,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,246.23,10,NA,0.731,21,20.8402,-0.277,-13993.59,0.0627,0.202,5188.102,801.58,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,246.13,10,NA,1.772,21,20.8507,-0.062,-11905.44,0.0602,0.109,5504.815,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,246.03,10,NA,1.027,21,20.8389,-0.199,-16102.26,0.0614,0.204,5119.319,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,249.4,10,NA,0.401,20.65,20.8395,-0.39,-14067.58,0.0623,0.157,5217.803,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,249.3,10,NA,0.449,20.69,20.8502,-0.274,-11957.42,0.0597,0.123,5528.18,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,249.19,10,NA,0.501,20.72,20.8391,-0.38,-16174.28,0.0615,0.19,5155.401,801.6,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,252.56,10,NA,0.666,20.51,20.8392,-0.282,-14121.05,0.0627,0.188,5253.431,801.59,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,252.46,10,NA,0.865,20.51,20.8502,-0.17,-11989.67,0.0596,0.147,5556.082,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,252.36,10,NA,0.671,20.51,20.8388,-0.307,-16232.54,0.0617,0.206,5194.504,801.6,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,255.72,10,NA,0.548,20.28,20.839,-0.294,-14176.81,0.0632,0.161,5284.011,801.58,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,255.62,10,NA,0.432,20.31,20.85,-0.191,-12025.88,0.059,0.082,5571.712,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,255.52,10,NA,0.567,20.34,20.8385,-0.307,-16290.76,0.0623,0.174,5227.533,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,258.88,10,NA,0.423,20.75,20.8314,-0.384,-14249.73,0.0626,0.163,5314.883,801.59,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,258.78,10,NA,0.531,20.75,20.8454,-0.205,-12064.86,0.0582,0.109,5592.398,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,258.68,10,NA,0.517,20.75,20.8332,-0.364,-16359.78,0.0619,0.188,5263.227,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,262.04,10,NA,0.555,21.12,20.8308,-0.326,-14311.56,0.0629,0.181,5349.171,801.58,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,261.94,10,NA,0.305,21.21,20.8417,-0.313,-12124.25,0.0576,0.096,5610.534,801.58,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,261.84,10,NA,0.534,21.21,20.8317,-0.351,-16426.35,0.0618,0.187,5298.773,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,265.21,11,NA,0.942,20.53,20.8396,-0.188,-14347.32,0.0627,0.178,5382.846,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,265.11,11,NA,1.131,20.52,20.85,-0.096,-12142.52,0.0573,0.109,5631.187,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,265.01,11,NA,0.741,20.57,20.8387,-0.247,-16473.13,0.0614,0.183,5333.446,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,268.37,11,NA,0.39,20.4,20.8394,-0.347,-14413.13,0.0616,0.135,5408.504,801.57,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,268.27,11,NA,0.418,20.38,20.8518,-0.187,-12178.06,0.0563,0.078,5646.046,801.58,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,268.17,11,NA,0.573,20.41,20.8404,-0.305,-16530.97,0.061,0.175,5366.571,801.58,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,271.53,11,NA,0.626,20.02,20.8399,-0.288,-14467.7,0.062,0.18,5442.676,801.58,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,271.43,11,NA,0.414,20.02,20.85,-0.252,-12225.9,0.0563,0.104,5665.869,801.58,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,271.33,11,NA,0.487,20.04,20.8397,-0.333,-16594.11,0.0604,0.162,5397.292,801.58,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,274.69,11,NA,0.493,19.81,20.8418,-0.257,-14516.54,0.0612,0.127,5466.734,801.57,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,274.59,11,NA,0.432,19.86,20.8527,-0.144,-12253.3,0.0556,0.062,5677.708,801.57,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,274.49,11,NA,0.657,19.83,20.8424,-0.232,-16638.12,0.0604,0.152,5426.21,801.58,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,277.85,11,NA,0.406,19.77,20.8404,-0.354,-14583.62,0.0614,0.144,5493.984,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,277.75,11,NA,0.3,19.77,20.8515,-0.267,-12303.98,0.0559,0.08,5692.915,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,277.65,11,NA,0.504,19.77,20.8448,-0.25,-16685.51,0.0597,0.126,5450.116,801.57,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,281.02,11,NA,1.508,19.78,20.8446,-0.086,-14600,0.0613,0.13,5518.677,801.59,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,280.92,11,NA,0.776,19.78,20.8525,-0.095,-12322.05,0.0558,0.074,5706.936,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,280.81,11,NA,0.662,19.78,20.845,-0.204,-16724.29,0.0596,0.135,5475.799,801.58,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,284.18,11,NA,0.288,20.02,20.8397,-0.379,-14671.81,0.0597,0.109,5539.389,801.61,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,284.08,11,NA,0.276,20.02,20.8496,-0.237,-12367,0.0548,0.066,5719.364,801.58,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,283.98,11,NA,0.39,20.02,20.8416,-0.322,-16785.33,0.0586,0.125,5499.605,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,287.34,11,NA,0.808,19.77,20.8466,-0.141,-14698.6,0.0588,0.114,5561.023,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,287.24,11,NA,0.783,19.76,20.8552,-0.085,-12383.21,0.0542,0.067,5732.057,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,287.14,11,NA,0.774,19.77,20.8467,-0.173,-16818.09,0.058,0.134,5524.953,801.6,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,290.5,12,NA,0.52,19.53,20.8503,-0.229,-14742.12,0.058,0.119,5583.666,801.59,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,290.4,12,NA,0.741,19.53,20.8602,-0.096,-12401.44,0.0535,0.071,5745.564,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,290.3,12,NA,0.535,19.53,20.8508,-0.224,-16860.5,0.0569,0.12,5547.632,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,293.66,12,NA,0.562,19.78,20.8499,-0.205,-14780.97,0.0571,0.115,5605.502,801.58,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,293.56,12,NA,0.646,19.78,20.8596,-0.129,-12425.94,0.0533,0.083,5761.394,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,293.46,12,NA,0.755,19.78,20.8517,-0.163,-16891.36,0.0561,0.123,5570.923,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,296.82,12,NA,0.42,20.28,20.8463,-0.265,-14831.33,0.0567,0.111,5626.629,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,296.72,12,NA,0.288,20.3,20.8515,-0.313,-12485.39,0.0533,0.09,5778.541,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,296.62,12,NA,0.381,20.29,20.8473,-0.297,-16947.61,0.0555,0.113,5592.341,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,299.99,12,NA,0.526,20.51,20.846800000000002,-0.193,-14867.97,0.0561,0.102,5645.907,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,299.89,12,NA,0.439,20.51,20.8525,-0.134,-12510.72,0.0527,0.059,5789.667,801.58,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,299.79,12,NA,0.77,20.51,20.848,-0.177,-16981.18,0.0557,0.136,5618.183,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,303.15,12,NA,0.353,20.51,20.8494,-0.317,-14928.18,0.0558,0.112,5667.164,801.57,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,303.05,12,NA,0.35,20.51,20.8556,-0.231,-12554.64,0.0526,0.081,5805.023,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,302.95,12,NA,0.342,20.51,20.849,-0.353,-17048.21,0.0554,0.121,5641.084,801.58,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,306.31,12,NA,0.669,20,20.8553,-0.146,-14955.86,0.0549,0.098,5685.682,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,306.21,12,NA,5.198,20.02,20.8634,-0.016,-12557.65,0.0524,0.082,5820.658,801.6,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,306.11,12,NA,1.908,20.02,20.8581,-0.053,-17058.29,0.0545,0.101,5660.327,801.6,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,309.47,12,NA,0.547,19.78,20.8547,-0.186,-14991.05,0.0547,0.101,5704.921,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,309.37,12,NA,0.451,19.8,20.8621,-0.138,-12583.89,0.0519,0.062,5832.495,801.58,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,309.27,12,NA,0.442,19.8,20.8565,-0.198,-17095.87,0.0536,0.088,5676.936,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,312.64,13,final,0.309,19.78,20.8561,-0.175,-15024.29,0.0534,0.054,5715.208,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,312.53,13,final,0.374,19.78,20.862,-0.14,-12610.47,0.0515,0.052,5842.43,801.58,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,312.43,13,final,0.461,19.78,20.855,-0.243,-17141.92,0.0538,0.112,5698.169,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,315.8,13,final,0.404,19.78,20.8561,-0.209,-15063.98,0.0538,0.085,5731.247,801.58,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,315.7,13,final,0.31,19.78,20.8619,-0.158,-12640.53,0.0516,0.049,5851.74,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,315.6,13,final,0.373,19.78,20.8552,-0.219,-17183.47,0.0536,0.082,5713.678,801.58,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,318.96,13,final,0.293,19.53,20.8565,-0.276,-15116.35,0.0537,0.081,5746.603,801.59,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,318.86,13,final,0.201,19.53,20.862,-0.237,-12685.5,0.0514,0.048,5860.78,801.57,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,318.76,13,final,0.216,19.54,20.8559,-0.277,-17235.96,0.0526,0.06,5725.013,801.58,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,322.12,13,final,0.474,19.82,20.8575,-0.155,-15145.69,0.0538,0.073,5760.515,801.6,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,322.02,13,final,0.306,19.81,20.8628,-0.123,-12708.79,0.0513,0.038,5867.905,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,321.92,13,final,2.577,19.81,20.8609,-0.039,-17243.34,0.0534,0.1,5744.021,801.58,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,325.28,13,final,0.467,20.03,20.8607,-0.124,-15169.28,0.0542,0.058,5771.529,801.58,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,325.18,13,final,0.353,20.04,20.8657,-0.079,-12723.87,0.0518,0.028,5873.23,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,325.08,13,final,0.413,20.08,20.861,-0.18,-17277.39,0.054,0.074,5758.103,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,CHLOR,1,328.44,13,final,0.099,20.53,20.8559,-0.363,-15238.21,0.0535,0.036,5778.361,801.58,NA,0,0,251
DOM Crossing Experiment 1,CHLOR,CHLOR,3,328.34,13,final,0.142,20.53,20.8623,-0.269,-12774.9,0.0521,0.038,5880.454,801.59,NA,0,0,263
DOM Crossing Experiment 1,CHLOR,CHLOR,2,328.24,13,final,0.177,20.51,20.8586,-0.291,-17332.51,0.0537,0.051,5767.836,801.59,NA,0,0,261
DOM Crossing Experiment 1,CHLOR,ES,3,1.06,0,initial,0,20.14,20.9484,0,0,0.0361,0,0,801.58,R,0,0,260
DOM Crossing Experiment 1,CHLOR,ES,2,0.96,0,initial,0,20.13,20.9444,0,0,0.0362,0,0,801.59,R,0,0,262
